audio_id,domain
7367-86737-0116_-1,"['SNR: -1']"
1235-135887-0008_1,"['SNR: 1']"
4267-287369-0017_0,"['SNR: 0']"
4813-248638-0052_4,"['SNR: 4']"
1034-121119-0070_-7,"['SNR: -7']"
1502-122619-0057_-7,"['SNR: -7']"
7178-34644-0021_-11,"['SNR: -11']"
3982-182255-0003_9,"['SNR: 9']"
5192-19397-0028_-5,"['SNR: -5']"
4014-186179-0032_-15,"['SNR: -15']"
311-124404-0029_1,"['SNR: 1']"
2007-132570-0038_-3,"['SNR: -3']"
5808-48608-0023_-15,"['SNR: -15']"
6078-54007-0049_9,"['SNR: 9']"
2007-132570-0001_-9,"['SNR: -9']"
6880-216547-0087_-10,"['SNR: -10']"
8465-246943-0019_8,"['SNR: 8']"
118-124588-0012_-12,"['SNR: -12']"
7367-86737-0014_-14,"['SNR: -14']"
6563-63821-0007_-7,"['SNR: -7']"
7190-90543-0026_-10,"['SNR: -10']"
6367-74004-0017_-7,"['SNR: -7']"
8108-280354-0014_2,"['SNR: 2']"
8419-286676-0024_-7,"['SNR: -7']"
6000-55211-0060_-2,"['SNR: -2']"
5561-41615-0021_1,"['SNR: 1']"
4362-15663-0036_5,"['SNR: 5']"
8063-274116-0002_-14,"['SNR: -14']"
426-122819-0013_8,"['SNR: 8']"
1578-140045-0024_4,"['SNR: 4']"
1246-124550-0021_-4,"['SNR: -4']"
4481-17498-0014_-8,"['SNR: -8']"
1898-145724-0004_10,"['SNR: 10']"
3699-175950-0013_-7,"['SNR: -7']"
831-130746-0013_1,"['SNR: 1']"
7067-76048-0045_-15,"['SNR: -15']"
7780-274562-0046_-15,"['SNR: -15']"
125-121342-0028_-3,"['SNR: -3']"
2092-145706-0018_-8,"['SNR: -8']"
78-368-0019_2,"['SNR: 2']"
5463-39174-0027_-7,"['SNR: -7']"
3374-298026-0028_-6,"['SNR: -6']"
2092-145706-0031_10,"['SNR: 10']"
1594-135914-0072_3,"['SNR: 3']"
1183-128659-0005_-3,"['SNR: -3']"
8238-274553-0007_-1,"['SNR: -1']"
5456-24741-0001_-12,"['SNR: -12']"
5778-12761-0038_2,"['SNR: 2']"
4362-15663-0098_-15,"['SNR: -15']"
4397-15666-0018_-12,"['SNR: -12']"
587-54108-0012_7,"['SNR: 7']"
32-4137-0046_-3,"['SNR: -3']"
3214-167602-0029_-13,"['SNR: -13']"
3436-172162-0036_2,"['SNR: 2']"
426-122819-0000_4,"['SNR: 4']"
8630-305213-0031_-8,"['SNR: -8']"
4853-27670-0010_-10,"['SNR: -10']"
3440-171006-0012_0,"['SNR: 0']"
1447-130552-0009_-15,"['SNR: -15']"
4788-94904-0036_-9,"['SNR: -9']"
887-123290-0013_-5,"['SNR: -5']"
103-1240-0012_-9,"['SNR: -9']"
2136-5140-0040_-9,"['SNR: -9']"
446-123501-0031_-13,"['SNR: -13']"
2436-2481-0013_-3,"['SNR: -3']"
6848-252323-0033_0,"['SNR: 0']"
1926-147987-0013_-13,"['SNR: -13']"
3526-176653-0044_10,"['SNR: 10']"
1081-125237-0021_-5,"['SNR: -5']"
1553-140048-0049_-6,"['SNR: -6']"
4813-248641-0033_6,"['SNR: 6']"
248-130697-0034_-1,"['SNR: -1']"
5652-39938-0018_7,"['SNR: 7']"
8629-261139-0058_8,"['SNR: 8']"
211-122425-0040_-7,"['SNR: -7']"
5678-43302-0016_-5,"['SNR: -5']"
446-123501-0009_1,"['SNR: 1']"
6531-61334-0054_-6,"['SNR: -6']"
3242-67153-0001_9,"['SNR: 9']"
89-218-0049_-1,"['SNR: -1']"
6081-41998-0033_-13,"['SNR: -13']"
4214-7146-0064_-14,"['SNR: -14']"
8975-270782-0075_8,"['SNR: 8']"
6272-70168-0017_2,"['SNR: 2']"
460-172359-0014_2,"['SNR: 2']"
587-54108-0031_0,"['SNR: 0']"
6454-120342-0008_-8,"['SNR: -8']"
2764-36619-0008_-12,"['SNR: -12']"
328-129766-0095_7,"['SNR: 7']"
4195-17507-0038_-2,"['SNR: -2']"
198-126831-0019_8,"['SNR: 8']"
909-131041-0002_9,"['SNR: 9']"
3664-178355-0018_-8,"['SNR: -8']"
3374-298032-0025_8,"['SNR: 8']"
1624-168623-0050_9,"['SNR: 9']"
196-122150-0033_6,"['SNR: 6']"
3947-13262-0017_-11,"['SNR: -11']"
125-121342-0010_-13,"['SNR: -13']"
1723-141149-0065_9,"['SNR: 9']"
5393-19219-0053_5,"['SNR: 5']"
1594-135914-0098_2,"['SNR: 2']"
7780-274562-0003_-15,"['SNR: -15']"
2518-154825-0013_-2,"['SNR: -2']"
441-128982-0036_9,"['SNR: 9']"
7178-34645-0018_2,"['SNR: 2']"
1926-147979-0010_-1,"['SNR: -1']"
730-358-0021_-3,"['SNR: -3']"
1898-145702-0018_-10,"['SNR: -10']"
4137-11701-0033_8,"['SNR: 8']"
6836-61803-0034_9,"['SNR: 9']"
3699-19401-0026_-5,"['SNR: -5']"
2843-152918-0019_-13,"['SNR: -13']"
7800-283492-0040_6,"['SNR: 6']"
8088-284756-0008_9,"['SNR: 9']"
5322-7679-0027_-14,"['SNR: -14']"
1098-133695-0044_-14,"['SNR: -14']"
1246-124550-0039_5,"['SNR: 5']"
60-121082-0022_-3,"['SNR: -3']"
2196-174172-0005_6,"['SNR: 6']"
2182-181183-0003_4,"['SNR: 4']"
1034-121119-0034_-3,"['SNR: -3']"
5867-48852-0035_1,"['SNR: 1']"
7078-271888-0040_-5,"['SNR: -5']"
1455-134435-0072_-14,"['SNR: -14']"
4813-248641-0053_-12,"['SNR: -12']"
8088-284756-0105_-9,"['SNR: -9']"
5514-19193-0029_-8,"['SNR: -8']"
1970-10594-0025_-2,"['SNR: -2']"
3830-12535-0020_-8,"['SNR: -8']"
2436-2477-0007_1,"['SNR: 1']"
8095-274346-0040_-13,"['SNR: -13']"
1898-145715-0009_-11,"['SNR: -11']"
2159-179156-0016_-14,"['SNR: -14']"
7511-102420-0046_3,"['SNR: 3']"
27-123349-0024_4,"['SNR: 4']"
6078-54013-0079_-1,"['SNR: -1']"
1502-122619-0090_-11,"['SNR: -11']"
2989-138028-0073_-3,"['SNR: -3']"
8014-112602-0029_-7,"['SNR: -7']"
8629-261139-0013_0,"['SNR: 0']"
625-132112-0039_-2,"['SNR: -2']"
8238-274553-0000_-10,"['SNR: -10']"
8770-295465-0037_-11,"['SNR: -11']"
8465-246943-0016_7,"['SNR: 7']"
696-92939-0013_1,"['SNR: 1']"
3607-135982-0005_-11,"['SNR: -11']"
3857-180923-0013_9,"['SNR: 9']"
2836-5355-0035_0,"['SNR: 0']"
8108-274318-0038_4,"['SNR: 4']"
200-124139-0024_-12,"['SNR: -12']"
6818-76332-0049_-13,"['SNR: -13']"
3242-8112-0003_9,"['SNR: 9']"
8419-286667-0022_-15,"['SNR: -15']"
163-122947-0025_-11,"['SNR: -11']"
8226-274369-0030_-15,"['SNR: -15']"
403-126855-0010_-6,"['SNR: -6']"
887-123291-0012_10,"['SNR: 10']"
78-369-0018_-3,"['SNR: -3']"
3830-12531-0009_-1,"['SNR: -1']"
5688-15787-0020_-2,"['SNR: -2']"
4680-16042-0028_-10,"['SNR: -10']"
118-47824-0036_9,"['SNR: 9']"
7402-59171-0010_-1,"['SNR: -1']"
1235-135884-0033_1,"['SNR: 1']"
7505-258964-0024_6,"['SNR: 6']"
8014-112602-0017_5,"['SNR: 5']"
1363-135842-0048_1,"['SNR: 1']"
3857-180923-0027_7,"['SNR: 7']"
2002-139469-0001_-1,"['SNR: -1']"
3947-13262-0025_2,"['SNR: 2']"
730-360-0044_6,"['SNR: 6']"
200-124140-0008_-4,"['SNR: -4']"
3440-171009-0064_-10,"['SNR: -10']"
403-126855-0029_4,"['SNR: 4']"
1723-141149-0082_-12,"['SNR: -12']"
3699-19401-0008_10,"['SNR: 10']"
2843-152918-0072_-12,"['SNR: -12']"
5192-19396-0008_-14,"['SNR: -14']"
3857-180923-0025_0,"['SNR: 0']"
5652-19215-0015_-8,"['SNR: -8']"
4014-186179-0035_-6,"['SNR: -6']"
7447-91187-0067_-1,"['SNR: -1']"
2989-138035-0061_1,"['SNR: 1']"
1737-142396-0018_-5,"['SNR: -5']"
4362-15663-0049_-8,"['SNR: -8']"
1034-121119-0030_-5,"['SNR: -5']"
5778-12761-0019_-5,"['SNR: -5']"
125-121124-0045_2,"['SNR: 2']"
3440-171009-0036_7,"['SNR: 7']"
5049-25947-0033_-6,"['SNR: -6']"
6836-61803-0018_-1,"['SNR: -1']"
78-369-0029_-15,"['SNR: -15']"
8747-293952-0009_2,"['SNR: 2']"
7059-77897-0012_-14,"['SNR: -14']"
4397-15678-0011_-2,"['SNR: -2']"
6019-3185-0061_-10,"['SNR: -10']"
8425-292520-0013_0,"['SNR: 0']"
78-369-0008_-7,"['SNR: -7']"
1116-132851-0005_-15,"['SNR: -15']"
26-496-0013_6,"['SNR: 6']"
1578-140049-0023_0,"['SNR: 0']"
150-126107-0011_-3,"['SNR: -3']"
2518-154825-0051_-12,"['SNR: -12']"
6147-34606-0022_-7,"['SNR: -7']"
2092-145706-0032_0,"['SNR: 0']"
328-129766-0012_-15,"['SNR: -15']"
1447-17506-0015_7,"['SNR: 7']"
2514-149482-0034_-4,"['SNR: -4']"
1081-125237-0030_6,"['SNR: 6']"
3242-67153-0022_-7,"['SNR: -7']"
125-121124-0044_-2,"['SNR: -2']"
1183-128659-0019_3,"['SNR: 3']"
254-145458-0014_2,"['SNR: 2']"
3526-175658-0001_10,"['SNR: 10']"
118-47824-0044_-7,"['SNR: -7']"
8051-295385-0031_-6,"['SNR: -6']"
8095-274346-0053_4,"['SNR: 4']"
4397-15678-0037_9,"['SNR: 9']"
5192-19397-0001_4,"['SNR: 4']"
1116-132847-0014_-11,"['SNR: -11']"
1992-141719-0010_-13,"['SNR: -13']"
8747-293952-0101_-12,"['SNR: -12']"
6925-80680-0005_-7,"['SNR: -7']"
5022-29411-0021_0,"['SNR: 0']"
3879-173592-0022_6,"['SNR: 6']"
3526-175658-0030_-13,"['SNR: -13']"
1867-154071-0040_3,"['SNR: 3']"
8108-274318-0014_-2,"['SNR: -2']"
2196-170379-0010_-9,"['SNR: -9']"
4195-186237-0009_-7,"['SNR: -7']"
1841-159771-0038_-10,"['SNR: -10']"
3259-158083-0023_9,"['SNR: 9']"
4088-158077-0044_7,"['SNR: 7']"
8098-278252-0035_7,"['SNR: 7']"
6437-66173-0039_-3,"['SNR: -3']"
26-495-0056_-2,"['SNR: -2']"
6454-93938-0027_-3,"['SNR: -3']"
7635-105409-0041_-15,"['SNR: -15']"
7302-86814-0032_7,"['SNR: 7']"
1034-121119-0019_-3,"['SNR: -3']"
4859-26870-0025_-10,"['SNR: -10']"
6454-120342-0023_-7,"['SNR: -7']"
5049-25947-0001_1,"['SNR: 1']"
7178-34644-0055_-15,"['SNR: -15']"
2836-5354-0052_4,"['SNR: 4']"
5652-19215-0026_-12,"['SNR: -12']"
1081-125237-0100_-1,"['SNR: -1']"
1034-121119-0024_-10,"['SNR: -10']"
6415-111615-0001_-1,"['SNR: -1']"
3526-175658-0022_2,"['SNR: 2']"
8465-246943-0014_3,"['SNR: 3']"
2989-138028-0058_3,"['SNR: 3']"
226-131533-0027_3,"['SNR: 3']"
40-121026-0009_-13,"['SNR: -13']"
2416-152137-0004_10,"['SNR: 10']"
2136-5147-0017_5,"['SNR: 5']"
7859-102521-0014_-7,"['SNR: -7']"
6818-68772-0044_3,"['SNR: 3']"
5192-19397-0024_2,"['SNR: 2']"
8324-286683-0026_9,"['SNR: 9']"
6019-3185-0065_-15,"['SNR: -15']"
839-130898-0077_6,"['SNR: 6']"
6454-93938-0031_-4,"['SNR: -4']"
460-172359-0076_-7,"['SNR: -7']"
5778-54535-0012_10,"['SNR: 10']"
4441-76263-0007_-1,"['SNR: -1']"
4898-28461-0029_8,"['SNR: 8']"
8226-274369-0041_4,"['SNR: 4']"
311-124404-0044_-15,"['SNR: -15']"
6367-74004-0011_-15,"['SNR: -15']"
1069-133709-0032_1,"['SNR: 1']"
3857-182315-0031_-11,"['SNR: -11']"
1069-133709-0012_-3,"['SNR: -3']"
150-132655-0026_4,"['SNR: 4']"
3436-172162-0015_-3,"['SNR: -3']"
200-124139-0037_0,"['SNR: 0']"
730-358-0025_-13,"['SNR: -13']"
1183-133256-0025_-2,"['SNR: -2']"
4406-16883-0017_-1,"['SNR: -1']"
328-129766-0067_6,"['SNR: 6']"
1116-137572-0048_3,"['SNR: 3']"
5750-100289-0063_-1,"['SNR: -1']"
6081-41998-0031_-2,"['SNR: -2']"
87-121553-0068_-9,"['SNR: -9']"
4214-7146-0009_-3,"['SNR: -3']"
587-41619-0018_-4,"['SNR: -4']"
6181-216552-0101_-8,"['SNR: -8']"
4481-17498-0012_5,"['SNR: 5']"
5789-70653-0021_9,"['SNR: 9']"
83-9960-0047_-7,"['SNR: -7']"
7059-88364-0016_-12,"['SNR: -12']"
481-123720-0026_0,"['SNR: 0']"
3259-158083-0080_8,"['SNR: 8']"
3723-171115-0043_-14,"['SNR: -14']"
6476-96661-0018_10,"['SNR: 10']"
6078-54007-0039_2,"['SNR: 2']"
2196-170151-0023_-4,"['SNR: -4']"
311-124404-0065_3,"['SNR: 3']"
6078-54013-0023_-1,"['SNR: -1']"
3259-158083-0041_-1,"['SNR: -1']"
6818-68772-0015_-1,"['SNR: -1']"
8051-119902-0000_-7,"['SNR: -7']"
1723-141149-0051_3,"['SNR: 3']"
6531-61334-0021_8,"['SNR: 8']"
4267-72637-0026_-7,"['SNR: -7']"
5339-14133-0037_0,"['SNR: 0']"
5104-33407-0029_1,"['SNR: 1']"
2159-179157-0010_1,"['SNR: 1']"
4018-107338-0018_-11,"['SNR: -11']"
6181-216552-0031_4,"['SNR: 4']"
909-131045-0039_4,"['SNR: 4']"
374-180298-0021_4,"['SNR: 4']"
233-155990-0045_-7,"['SNR: -7']"
4788-91208-0030_2,"['SNR: 2']"
32-21625-0000_-7,"['SNR: -7']"
1723-141149-0105_7,"['SNR: 7']"
7511-102419-0003_-9,"['SNR: -9']"
8419-293473-0008_10,"['SNR: 10']"
831-130739-0002_0,"['SNR: 0']"
3374-298025-0028_-15,"['SNR: -15']"
4137-11701-0002_-4,"['SNR: -4']"
4441-76263-0046_3,"['SNR: 3']"
2436-2481-0004_-5,"['SNR: -5']"
2182-181173-0018_-12,"['SNR: -12']"
6848-252322-0017_-8,"['SNR: -8']"
103-1240-0047_1,"['SNR: 1']"
5022-29405-0001_-15,"['SNR: -15']"
4481-17499-0011_1,"['SNR: 1']"
3242-67168-0027_0,"['SNR: 0']"
6272-70168-0013_10,"['SNR: 10']"
198-209-0016_-5,"['SNR: -5']"
460-172359-0020_-6,"['SNR: -6']"
6272-70191-0029_-2,"['SNR: -2']"
89-218-0052_3,"['SNR: 3']"
4014-186179-0004_0,"['SNR: 0']"
5750-35690-0032_-9,"['SNR: -9']"
5339-14134-0048_-11,"['SNR: -11']"
8051-118101-0027_-12,"['SNR: -12']"
1040-133433-0016_-10,"['SNR: -10']"
7078-271888-0059_5,"['SNR: 5']"
4014-186183-0010_5,"['SNR: 5']"
7447-91186-0035_-10,"['SNR: -10']"
2007-132570-0007_9,"['SNR: 9']"
7859-102519-0046_1,"['SNR: 1']"
3830-12535-0015_-15,"['SNR: -15']"
831-130739-0034_-4,"['SNR: -4']"
4362-15663-0070_-6,"['SNR: -6']"
39-121914-0012_-13,"['SNR: -13']"
4406-16883-0060_6,"['SNR: 6']"
4788-91208-0000_-14,"['SNR: -14']"
7367-86737-0023_-5,"['SNR: -5']"
103-1241-0014_10,"['SNR: 10']"
1737-148989-0015_-9,"['SNR: -9']"
332-128985-0087_7,"['SNR: 7']"
103-1240-0026_-12,"['SNR: -12']"
7635-105409-0055_-3,"['SNR: -3']"
2384-152900-0035_-2,"['SNR: -2']"
1246-124548-0019_3,"['SNR: 3']"
196-122159-0028_-8,"['SNR: -8']"
839-130898-0067_-7,"['SNR: -7']"
5339-14133-0004_-3,"['SNR: -3']"
5456-62043-0034_-11,"['SNR: -11']"
2391-145015-0109_-10,"['SNR: -10']"
2196-170379-0023_6,"['SNR: 6']"
5789-70653-0031_-14,"['SNR: -14']"
1455-134435-0058_5,"['SNR: 5']"
39-121914-0034_8,"['SNR: 8']"
322-124147-0009_7,"['SNR: 7']"
2416-152137-0031_-15,"['SNR: -15']"
163-122947-0035_-14,"['SNR: -14']"
27-124992-0054_7,"['SNR: 7']"
7794-295947-0030_6,"['SNR: 6']"
481-123720-0051_4,"['SNR: 4']"
6147-34606-0009_1,"['SNR: 1']"
4195-17507-0031_2,"['SNR: 2']"
441-128982-0017_9,"['SNR: 9']"
8630-305213-0044_0,"['SNR: 0']"
887-123289-0007_7,"['SNR: 7']"
4813-248641-0028_10,"['SNR: 10']"
163-122947-0037_-14,"['SNR: -14']"
5456-24741-0022_-2,"['SNR: -2']"
248-130697-0019_-6,"['SNR: -6']"
2952-410-0038_5,"['SNR: 5']"
412-126975-0029_-1,"['SNR: -1']"
1502-122615-0020_-4,"['SNR: -4']"
5390-30096-0001_-12,"['SNR: -12']"
911-128684-0036_-4,"['SNR: -4']"
2289-152258-0000_-3,"['SNR: -3']"
4014-186176-0008_-10,"['SNR: -10']"
3983-5331-0025_2,"['SNR: 2']"
3947-13260-0025_-10,"['SNR: -10']"
4441-76250-0034_10,"['SNR: 10']"
7511-102420-0050_5,"['SNR: 5']"
125-121124-0075_4,"['SNR: 4']"
3112-9555-0008_1,"['SNR: 1']"
405-130895-0013_8,"['SNR: 8']"
196-122150-0019_6,"['SNR: 6']"
7800-283493-0006_0,"['SNR: 0']"
229-130880-0016_-1,"['SNR: -1']"
2691-156745-0027_7,"['SNR: 7']"
6147-34606-0016_-12,"['SNR: -12']"
5104-33406-0050_-2,"['SNR: -2']"
118-121721-0003_-5,"['SNR: -5']"
8123-275209-0016_-4,"['SNR: -4']"
19-198-0010_2,"['SNR: 2']"
3436-172162-0049_9,"['SNR: 9']"
4406-16882-0065_7,"['SNR: 7']"
669-129074-0021_-2,"['SNR: -2']"
1963-142776-0030_8,"['SNR: 8']"
6385-34655-0027_-11,"['SNR: -11']"
5104-33407-0012_-14,"['SNR: -14']"
4481-17498-0022_-2,"['SNR: -2']"
4813-248638-0045_6,"['SNR: 6']"
1578-140049-0031_7,"['SNR: 7']"
8095-274346-0011_7,"['SNR: 7']"
5390-24512-0041_3,"['SNR: 3']"
7067-76047-0002_-8,"['SNR: -8']"
1841-159771-0018_0,"['SNR: 0']"
3699-47246-0011_-8,"['SNR: -8']"
8770-295462-0007_6,"['SNR: 6']"
196-122152-0016_8,"['SNR: 8']"
4160-11549-0015_9,"['SNR: 9']"
625-132112-0034_-9,"['SNR: -9']"
2989-138028-0017_-6,"['SNR: -6']"
6531-61334-0093_-10,"['SNR: -10']"
8095-274346-0034_-9,"['SNR: -9']"
7447-91187-0014_2,"['SNR: 2']"
7148-7763-0009_-12,"['SNR: -12']"
3242-67153-0036_0,"['SNR: 0']"
8063-274112-0013_9,"['SNR: 9']"
8312-279791-0040_0,"['SNR: 0']"
198-126831-0021_3,"['SNR: 3']"
7367-86737-0037_-12,"['SNR: -12']"
4640-19187-0029_1,"['SNR: 1']"
289-121652-0013_9,"['SNR: 9']"
8975-270782-0010_3,"['SNR: 3']"
6367-65536-0049_-2,"['SNR: -2']"
1898-145715-0018_-4,"['SNR: -4']"
302-123523-0005_1,"['SNR: 1']"
5022-29411-0053_1,"['SNR: 1']"
3879-174923-0062_7,"['SNR: 7']"
4014-186179-0006_-5,"['SNR: -5']"
3168-173564-0003_-1,"['SNR: -1']"
103-1240-0046_-1,"['SNR: -1']"
322-124147-0043_-2,"['SNR: -2']"
8630-305213-0054_-14,"['SNR: -14']"
2136-5143-0039_9,"['SNR: 9']"
8629-261140-0049_-7,"['SNR: -7']"
1963-142393-0028_2,"['SNR: 2']"
5678-43301-0008_-1,"['SNR: -1']"
201-122255-0020_6,"['SNR: 6']"
1363-135842-0041_-5,"['SNR: -5']"
1841-150351-0025_-1,"['SNR: -1']"
332-128985-0075_-14,"['SNR: -14']"
1081-125237-0086_-5,"['SNR: -5']"
2391-145015-0118_-15,"['SNR: -15']"
8312-279791-0049_1,"['SNR: 1']"
1455-138263-0055_10,"['SNR: 10']"
322-124147-0065_-12,"['SNR: -12']"
7505-258964-0008_-13,"['SNR: -13']"
8226-274371-0024_-15,"['SNR: -15']"
3440-171009-0039_8,"['SNR: 8']"
302-123504-0023_-1,"['SNR: -1']"
1624-142933-0007_-9,"['SNR: -9']"
1081-125237-0046_-15,"['SNR: -15']"
1183-128659-0014_-5,"['SNR: -5']"
3526-175658-0033_-14,"['SNR: -14']"
8051-118101-0017_-10,"['SNR: -10']"
3259-158083-0111_-3,"['SNR: -3']"
4813-248641-0019_-5,"['SNR: -5']"
2289-152258-0023_-9,"['SNR: -9']"
3879-173592-0023_-6,"['SNR: -6']"
5808-54425-0049_-6,"['SNR: -6']"
5778-54535-0038_5,"['SNR: 5']"
4640-19188-0004_7,"['SNR: 7']"
1867-148436-0032_-11,"['SNR: -11']"
669-129061-0006_-1,"['SNR: -1']"
1926-143879-0008_-11,"['SNR: -11']"
19-198-0013_-15,"['SNR: -15']"
307-127539-0020_-3,"['SNR: -3']"
302-123516-0029_2,"['SNR: 2']"
3168-173565-0044_-9,"['SNR: -9']"
4813-248638-0040_-5,"['SNR: -5']"
2002-139469-0004_-9,"['SNR: -9']"
250-142276-0001_-10,"['SNR: -10']"
2514-149482-0072_10,"['SNR: 10']"
4898-20016-0009_8,"['SNR: 8']"
374-180299-0008_1,"['SNR: 1']"
405-130894-0037_8,"['SNR: 8']"
8014-112602-0036_-13,"['SNR: -13']"
730-359-0008_9,"['SNR: 9']"
78-368-0034_6,"['SNR: 6']"
6818-68772-0000_2,"['SNR: 2']"
4267-78186-0000_10,"['SNR: 10']"
5322-7680-0004_7,"['SNR: 7']"
2384-152900-0037_-6,"['SNR: -6']"
1841-179183-0029_0,"['SNR: 0']"
696-93314-0044_8,"['SNR: 8']"
4088-158077-0090_-14,"['SNR: -14']"
2159-179154-0021_-12,"['SNR: -12']"
60-121082-0023_8,"['SNR: 8']"
1737-146161-0000_-13,"['SNR: -13']"
4362-15663-0053_-14,"['SNR: -14']"
196-122150-0028_-13,"['SNR: -13']"
26-496-0018_-11,"['SNR: -11']"
6529-62556-0042_5,"['SNR: 5']"
730-359-0029_5,"['SNR: 5']"
831-130739-0036_2,"['SNR: 2']"
6925-80680-0080_-14,"['SNR: -14']"
1263-141777-0036_2,"['SNR: 2']"
328-129766-0078_-12,"['SNR: -12']"
2817-142380-0000_10,"['SNR: 10']"
4859-22176-0018_-8,"['SNR: -8']"
60-121082-0089_-13,"['SNR: -13']"
250-142286-0021_2,"['SNR: 2']"
6818-68772-0046_-12,"['SNR: -12']"
3723-171631-0039_-14,"['SNR: -14']"
426-122822-0034_-14,"['SNR: -14']"
625-132112-0008_9,"['SNR: 9']"
254-12312-0021_1,"['SNR: 1']"
3983-5371-0000_-13,"['SNR: -13']"
5750-100289-0009_5,"['SNR: 5']"
6415-116629-0023_-9,"['SNR: -9']"
6563-285357-0009_-3,"['SNR: -3']"
2159-179156-0005_-13,"['SNR: -13']"
2159-179156-0027_3,"['SNR: 3']"
5688-41232-0041_7,"['SNR: 7']"
909-131041-0017_-12,"['SNR: -12']"
7148-59157-0000_-15,"['SNR: -15']"
150-126107-0024_-1,"['SNR: -1']"
5867-48852-0091_-4,"['SNR: -4']"
7178-34645-0006_-1,"['SNR: -1']"
8580-287364-0011_2,"['SNR: 2']"
26-495-0004_10,"['SNR: 10']"
229-130880-0046_-2,"['SNR: -2']"
2136-5147-0014_-9,"['SNR: -9']"
374-180299-0034_-7,"['SNR: -7']"
4267-287369-0031_7,"['SNR: 7']"
1081-125237-0015_8,"['SNR: 8']"
2910-131096-0082_-8,"['SNR: -8']"
3947-13260-0046_-4,"['SNR: -4']"
298-126791-0061_8,"['SNR: 8']"
7264-92316-0000_-9,"['SNR: -9']"
4088-158077-0079_5,"['SNR: 5']"
4481-17499-0015_-7,"['SNR: -7']"
150-126107-0001_0,"['SNR: 0']"
